,formula,spacegroup
80728,Rb2W3SeO12,P6_3
80729,RbAu(SeO4)2,C2/m
80730,SrMo2Se2O11,P-1
80731,SrRe3Se4O11,P-1
80732,Sr3Bi2Se6O19,P2_1/m
80733,Y2Mo(SeO4)3,P-1
80734,CsY(SeO3)2,Pa-3
80735,Sm3NbSe3O4,Pnma
80736,Nb2Pb2Se4O15,C2/c
80737,Ag2Mo3SeO12,P2_1/c
80738,Ag4Mo2Se3O16,Pbcm
80739,Cs2Mo3SeO12,P6_3
80740,BaMoSeO6,P2_1/c
80741,BaMo2Se2O11,Cmc2_1
80742,Nd2Mo(SeO5)2,P-1
80743,Gd2Mo(SeO4)3,P-1
80744,Tl2Mo3SeO12,P31c
80745,MoPbSeO6,P-1
80746,Mo2PbSe2O11,P-1
80747,Bi2Mo2Se2O13,P-1
80748,BaPd(SeO3)2,C2/c
80749,Bi2Pd(SeO3)4,P2_1/c
80750,Ag4Se(IO2)2,Pna2_1
80751,Ag2Hg(SeO3)2,Pbca
80752,Ce2Cd(SeO)2,P4_2/nmc
80753,CdHg2SeO6,P-1
80754,Cs2Sn4Se9O,Pna2_1
80755,Ba2SnSe4O5,Pnma
80756,La8Te3SeO8,P4/mmm
80757,Hg3Te2SeO10,P2_1
80758,Bi2Te2SeO10,C2/c
80759,Pb3Se2(IO3)2,C2/c
80760,CsNd(SeO6)2,P2_1/c
80761,BaRe3Se4O7,P-1
80762,La2Ta3(SeO4)2,Pnnm
80763,LaBiSe2O,P4/nmm
80764,Ce2Ta3(SeO4)2,Pnnm
80765,CeBi2SeO4,P4/mmm
80766,Pr2Ta3(SeO4)2,Pnnm
80767,Nd2Ta3(SeO4)2,Pnnm
80768,Rb5Mo2Br9O,Cmc2_1
80769,Rb3IrBr6O,Pnma
80770,Rb2PtBr4O,Pnma
80771,Rb21Tl7(Br21O4)2,I4/mmm
80772,SrSn2Br6O5,C2/c
80773,Sr5Re3BrO15,Pnma
80774,SrPb2Br6O5,C2/c
80775,SrBiBrO2,Cmcm
80776,SrBi3Br3O4,I4mm
80777,SrBi2Br2O3,P4/nmm
80778,SrBiBr5O8,Pbam
80779,YWBrO4,P-1
80780,YBi2BrO4,P4/mmm
80781,Zr2Te4Br2O11,P-1
80782,Nb6Cd(Br8O9)2,Fd-3m
80783,NbTe7Br5O,Pcca
80784,Nb6Hg(Br8O9)2,Fd-3m
80785,NbTlBr4O,C2
80786,NbBi4BrO8,Pna2_1
80787,NbBi4BrO8,Pbcn
80788,Cs3Mo2BrO7,P6_3/mmc
80789,CeMoBrO4,P2_1/c
80790,PrMoBrO4,P-1
80791,NdMoBrO4,P-1
80792,SmMoBrO4,P-1
80793,GdMoBrO4,P-1
80794,TbMoBrO4,P-1
80795,DyMoBrO4,P-1
80796,HoMoBrO4,P-1
80797,ErMoBrO4,P-1
80798,TmMoBrO4,P-1
80799,YbMoBrO4,P-1
80800,LuMoBrO4,P-1
80801,Ba5Ru2Br2O9,P6_3/mmc
80802,Ba7Ru4Br2O15,R-3m
80803,Ba13Ru10BrO36,C2/m
80804,Ba4Pd3BrO6,Im-3m
80805,AgW2(Br3O)2,Cm
80806,AgPbBrO,P4/nmm
80807,Ta6Cd(Br8O9)2,Fd-3m
80808,CdBiBrO2,I4mm
80809,CdBi8(Br5O4)2,Cmmm
80810,InTeBrO3,P2_1/c
80811,Ba2InBrO3,P4/nmm
80812,Ba3In2Br2O5,I4/mmm
80813,SbPbBrO2,Cmcm
80814,SbPbBrO2,I4mm
80815,Ba3Te3(BrO4)2,Pnma
80816,Ba6Te10Br2O25,Aea2
80817,Ce2Te7Br2O17,P2/c
80818,NdTeBrO3,P4/nmm
80819,NdTe2BrO5,I4/mmm
80820,Ta2Te4Br10O,P-1
80821,Te7WBr5O,Pcca
80822,Te15W2(Br6O)2,P1
80823,Te2Pb3(BrO3)2,C2/m
80824,TePb3(BrO2)2,Amm2
80825,Bi10Te2Br4O17,I4mm
80826,Bi4Te2Br2O9,P4mm
80827,Cs3IrBr6O,Pnma
80828,Ba5Re3BrO15,P6_3cm
80829,BaBiBrO2,Cmcm
80830,BaBiBrO2,I4mm
80831,BaBi4(BrO3)2,I4/mmm
80832,BaBi2(BrO)2,I4mm
80833,BaBi2Br2O5,I4mm
80834,La3Gd(BrO)4,P4mm
80835,LaGd(BrO)2,P4mm
80836,LaGd3(BrO)4,Amm2
80837,LaPb6BrO7,Cmcm
80838,PrBi2BrO4,P4/mmm
80839,NdBi2BrO4,P4/mmm
80840,SmTa6Br13O3,I4_122
80841,SmBi2BrO4,P4/mmm
80842,EuBi2BrO4,P4/mmm
80843,GdWBrO4,P-1
80844,GdBi2BrO4,P4/mmm
80845,TbWBrO4,P-1
80846,TbBi2BrO4,P4/mmm
80847,DyWBrO4,P-1
80848,DyBi2BrO4,P4/mmm
80849,HoWBrO4,P-1
80850,HoBi2BrO4,P4/mmm
80851,ErWBrO4,P-1
80852,ErBi2BrO4,P4/mmm
80853,TmWBrO4,P-1
80854,TmBi2BrO4,P4/mmm
80855,YbWBrO4,P-1
80856,YbBi2BrO4,P4/mmm
80857,LuTa6Br13O3,I4_122
80858,LuBi2BrO4,P4/mmm
80859,Ta6Hg(Br8O9)2,Fd-3m
80860,TaBi4BrO8,Pbcn
80861,Ta2Bi4Br7O2,P4/mnc
80862,BiW2(Br4O)2,P-1
80863,RePbBrO4,Pmn2_1
80864,TlPb8Br9O4,P4/n
80865,BiPbBrO2,I4mm
80866,RbSr2Nb3O10,P4/mmm
80867,RbY(MoO4)2,Pbcn
80868,RbY(MoO4)2,C2/c
80869,RbY(TeO3)2,Pnma
80870,RbY(WO4)2,C2/c
80871,Rb2Zr(MoO4)3,Cc
80872,Rb8Zr(MoO4)6,C2/m
80873,Rb2Zr(IO3)6,R-3
80874,RbNbTeO6,Imma
80875,RbLaNb2O7,Imma
80876,Rb2LaNb5O15,P4/mbm
80877,Rb2LaNb2O7,Cmcm
80878,RbPrNb2O7,Imma
80879,RbNbWO6,Imma
80880,Rb2Cd2(MoO4)3,P2_13
80881,Rb5In(MoO4)4,P2/c
80882,RbIn(MoO4)2,P-3m1
80883,RbIn(MoO4)2,Pnma
80884,RbSbMoO6,Ima2
80885,Rb4Te(MoO4)6,C2/c
80886,Rb2Te(MoO5)3,P2_1/c
80887,RbMoIO6,Pna2_1
80888,Rb2Mo(IO3)6,R-3
80889,RbLa(MoO4)2,P4/nnc
80890,RbPr(MoO4)2,P4/nnc
80891,RbNd(MoO4)2,Pbcn
80892,RbNd(MoO4)2,C2/c
80893,RbSm(MoO4)2,Pbcn
80894,RbSm(MoO4)2,C2/c
80895,RbEu(MoO4)2,C2/c
80896,RbGd(MoO4)2,Pbcn
80897,RbGd(MoO4)2,C2/c
80898,RbTb(MoO4)2,C2/c
80899,RbDy(MoO4)2,Pbcn
80900,RbDy(MoO4)2,C2/c
80901,RbHo(MoO4)2,Pbcn
80902,RbHo(MoO4)2,C2/c
80903,RbEr(MoO4)2,Pbcn
80904,RbEr(MoO4)2,C2/c
80905,Rb5Er(MoO4)4,P2/c
80906,RbTm(MoO4)2,C2/c
80907,RbYb(MoO4)2,C2/c
80908,RbLu(MoO4)2,C2/c
80909,Rb8Hf(MoO4)6,C2/m
80910,RbBi(MoO4)2,P2_1/c
80911,RbInTe3O8,P-1
80912,Rb3In(IO3)6,P-1
80913,Rb2In(IO3)6,P-1
80914,RbIn(WO4)2,P-3m1
80915,Rb12Sn2Sb6O,P-3m1
80916,Rb4Sn(Te2O)2,C2/c
80917,RbSnIO6,P6_322
80918,Rb12Sn2Bi6O,P-3m1
80919,RbBa4Sb3O,I4/mcm
80920,RbSbWO6,Imma
80921,RbSbWO6,Ima2
80922,RbTa3(TeO6)2,Pbcm
80923,Rb2Te(WO4)3,P6_3mc
80924,Rb2PtI5O2,Cmc2_1
80925,RbPbIO6,P6_322
80926,RbPbI3O2,Pnma
80927,Rb5Bi(I5O)2,R3m
80928,RbLaTa2O7,P4/mmm
80929,RbLa(WO4)2,C2/m
80930,RbLa9(IrO6)4,I4/m
80931,RbPr(WO4)2,C2/c
80932,RbPr(WO4)2,Pbcn
80933,RbNd(WO4)2,C2/c
80934,RbSm(WO4)2,C2/c
80935,RbEu(WO4)2,C2/c
80936,RbGd(WO4)2,C2/c
80937,RbTb(WO4)2,C2/c
80938,RbDy(WO4)2,P2_1/c
80939,RbHo(WO4)2,C2/c
80940,RbEr(WO4)2,C2/c
80941,RbTm(WO4)2,C2/c
80942,RbTm(WO4)2,P-3m1
80943,RbYb(WO4)2,C2/c
80944,RbYb(WO4)2,P-3m1
80945,RbLu(WO4)2,C2/c
80946,RbLu(WO4)2,P-3m1
80947,Sr2YNbO6,P2_1/c
80948,Sr2YMo2O7,Ima2
80949,Sr2YRuO6,P2_1/c
80950,Sr3YRhO6,R-3c
80951,Sr2Y2Sn2O7,Ima2
80952,Sr2YSn2O7,Ima2
80953,Sr2YSbO6,P2_1/c
80954,Sr2YSbO6,Fm-3m
80955,Sr2YSb2O7,Ima2
80956,Sr2YTaO6,P2_1/c
80957,Sr2YTaO6,I4/m
80958,Sr2Y2W2O7,Ima2
80959,Sr2YW2O7,Ima2
80960,Sr2YReO6,Fm-3m
80961,Sr2YIrO6,P2_1/c
80962,Sr2YBi2O7,Ima2
80963,Sr3Zr2Nb2O12,R-3m
80964,Sr2ZrMoO6,P4/mmm
80965,Sr2NbInO6,P2_1/c
80966,Sr2NbInO6,Fm-3m
80967,CsSr2Nb3O10,P4/mmm
80968,Ba3SrNb2O9,P6_3/m
80969,Ba3SrNb2O9,P6_3/mmc
80970,Ba2Sr3Nb10O30,P1
80971,Ba2Sr3Nb10O30,P2
80972,Sr5La6Nb4O24,C2/c
80973,Sr3LaNb3O12,R3
80974,Sr2LaNbO6,Fm-3m
80975,Sr2PrNbO6,Fm-3m
80976,Sr2NdNbO6,Fm-3m
80977,Sr3Nd2Nb10O30,Amm2
80978,SrSm2Nb2O9,Cmc2_1
80979,Sr2SmNbO6,P2_1/c
80980,Sr2TmNbO6,Pnn2
80981,Sr2YbNbO6,P2_1/c
80982,Sr2LuNbO6,Fm-3m
80983,SrNb2Bi2O9,Cmc2_1
80984,Ba3Sr(MoO4)4,P1
80985,BaSr(MoO3)2,Fm-3m
80986,Sr2ErMoO6,P2_1/c
80987,Sr8RuRh3O16,I-4
80988,Ba3SrRu2O9,C2/c
80989,Sr8La3(RuO7)3,P1
80990,SrLa(RuO3)2,Pmn2_1
80991,Sr2GdRuO6,C2/m
80992,Sr2GdRuO6,P2_1/c
80993,Sr2GdRuO6,I4/m
80994,Sr2TbRuO6,P2_1/c
80995,Sr2HoRuO6,P2_1/c
80996,Sr2ErRuO6,P2_1/c
80997,Sr2TmRuO6,P2_1/c
80998,Sr2YbRuO6,P2_1/c
80999,Sr2LuRuO6,P2_1/c
81000,Sr6Ir2RuO12,C2/m
81001,Sr3InRhO6,R-3c
81002,Sr3SmRhO6,R-3c
81003,Sr3EuRhO6,R-3c
81004,Sr3GdRhO6,R-3c
81005,Sr3TbRhO6,R-3c
81006,Sr3DyRhO6,R-3c
81007,Sr3HoRhO6,R-3c
81008,Sr3ErRhO6,R-3c
81009,Sr3YbRhO6,R-3c
81010,SrAg2(IO2)4,I422
81011,SrCd(IO2)4,Pnma
81012,Sr2CdWO6,P2_1/c
81013,Sr2CdWO6,I4/m
81014,Sr2CdWO6,Pmmn
81015,Sr2CdWO6,Fm-3m
81016,Sr3CdIrO6,R-3c
81017,Sr3CdPtO6,R-3c
81018,Sr2InSbO6,P2_1/c
81019,BaSr2In2O6,I4mm
81020,SrPrInO4,P2_12_12_1
81021,Sr2TaInO6,C2/m
81022,Sr2TaInO6,I4/m
81023,Sr2TaInO6,Fm-3m
81024,Sr2InReO6,Fm-3m
81025,Sr2InOsO6,Fm-3m
81026,BaSr2(SnO3)3,C2
81027,BaSr3(SnO3)4,Pm
81028,BaSr(SnO3)2,P4/mmm
81029,Ba4Sr(SnO3)5,P4/mmm
81030,Ba3Sr(SnO3)4,Pmmm
81031,Ba4Sr(SnO3)5,R-3m
81032,BaSr(SnO3)2,Fm-3m
81033,Sr4SnPbO8,P4/mmm
81034,Sr8SnPb3O16,P4/mmm
81035,Ba3SrSb2O9,P-1
81036,Sr2LaSbO6,Fm-3m
81037,Sr2SmSbO6,P2_1/c
81038,Sr2DySbO6,P2_1/c
81039,Sr2HoSbO6,P2_1/c
81040,Ba2SrTeO6,R-3
81041,Sr5Re3IO15,Pnma
81042,SrPb2I6O7,I4_1/amd
81043,SrBiIO2,Cmcm
81044,SrBi3I3O4,I4mm
81045,CsSr2Ta3O10,P4/mmm
81046,BaSrLa4O8,Pmc2_1
81047,BaSrHf2O6,I-42m
81048,Ba4SrHf5O15,R-3m
81049,BaSrTa2O7,Immm
81050,Ba3SrTa2O9,P6_3/m
81051,Ba3SrTa2O9,P-3m1
81052,Ba3SrTa2O9,P6_3/mmc
81053,Ba2SrWO6,C2/m
81054,Ba2SrWO6,R-3
81055,Ba2SrIrO6,Fm-3m
81056,Ba3SrIr2O9,C2/c
81057,Ba2Sr(IrO3)3,P-6m2
81058,Ba3Sr(HgO2)4,P321
81059,BaSr(PbO3)2,Pmc2_1
81060,Sr2LaTa3O11,Immm
81061,Sr3LaTa3O12,R3m
81062,Sr2LaTaO6,Fm-3m
81063,SrLa2WO7,P2_1/c
81064,Sr2CeIrO6,P2_1/c
81065,Sr2PrTaO6,Fm-3m
81066,Sr2Pr2PtO6,R-3
81067,Sr2NdBiO6,P2_1/c
81068,Sr2SmTaO6,P2_1/c
81069,Sr2GdReO6,Fm-3m
81070,Sr2TbReO6,Fm-3m
81071,Sr2TbIrO6,P2_1/c
81072,Sr2DyReO6,Fm-3m
81073,Sr2HoTaO6,P2_1/c
81074,Sr2HoReO6,Fm-3m
81075,Sr2ErReO6,Fm-3m
81076,Sr2TmTaO6,P2_1/c
81077,Sr2TmReO6,Fm-3m
81078,Sr2YbTaO6,Pnn2
81079,Sr2YbReO6,Fm-3m
81080,Sr2LuTaO6,Fm-3m
81081,Sr2LuTaO6,Pnn2
81082,Sr2LuIrO6,P2_1/c
81083,Sr2LuBiO6,P2_1/c
81084,SrTa2Bi2O9,Cmc2_1
81085,SrTa2Bi2O9,Aea2
81086,SrTa2Bi2O9,I4/mmm
81087,Sr4Pt4PbO11,P-1
81088,Ba2YZrO6,Fm-3m
81089,NdY3Zr4O14,R-3m
81090,Y2ZrWO8,I-4
81091,YNb(TeO4)2,Cmce
81092,Ba2YNbO6,Fm-3m
81093,Gd7Y5Nb4O28,P1
81094,Y4CdMo3O16,Pn-3
81095,YSbMo2O9,C2/c
81096,Y2Te3MoO12,Pnma
81097,CsY(MoO4)2,P-3m1
81098,CsY(MoO4)2,Pccm
81099,CsY(MoO4)2,P2/c
81100,Ba2YMoO6,Fm-3m
81101,BaY2(MoO4)4,C2/c
81102,Ba2YMo3O8,P4/mmm
81103,NdY3(Mo4O15)2,P1
81104,Y2Hf2(MoO4)7,C2/c
81105,YMo(WO4)2,P2/c
81106,YMo(WO4)2,P1
81107,Ba2YRuO6,Fm-3m
81108,Ba3YRu2O9,P6_3/mmc
81109,Y3Bi(Ru2O7)2,R-3m
81110,YBiRu2O7,Imma
81111,YBi3(Ru2O7)2,R-3m
81112,BaY2PdO5,P4/mbm
81113,YAg(IO3)4,Cc
81114,Ba2YAg3O8,P4/mmm
81115,YAg(WO4)2,C2/m
81116,YAg(WO4)2,P2/c
81117,YAg(WO4)2,P-1
81118,YCdBiO4,I4_1/amd
81119,Ba2YSn3O8,P4/mmm
81120,Ba2YSn3O7,Pmmm
81121,BaYSn4O7,P6_3mc
81122,YSn(WO4)2,P2/c
81123,YSn(WO4)2,P1
81124,Y3Sn4BiO14,R-3m
81125,YSn2BiO7,Imma
81126,Ba2YSbO6,Fm-3m
81127,Ba2YSb3O8,P4/mmm
81128,YSb(WO4)2,P2/c
81129,YSb(WO4)2,P1
81130,YSb(PbO3)2,C2/c
81131,YSb(PbO3)2,C2/m
81132,YTe(WO4)2,P-1
81133,YBi2IO4,P4/mmm
81134,CsY(WO4)2,C2/c
81135,Ba2YTaO6,I4/m
81136,Ba2YTaO6,Fm-3m
81137,Ba2YW3O8,P4/mmm
81138,Ba2YW3O7,Pmmm
81139,BaYW4O7,P6_3mc
81140,Ba2YReO6,Fm-3m
81141,Ba6Y(ReO6)3,C2/m
81142,Ba2YOsO6,Fm-3m
81143,Ba2YIrO6,Fm-3m
81144,Ba3YIr2O9,P6_3/mmc
81145,Ba3YIr2O9,P6_3mc
81146,Ba2YBiO6,Fm-3m
81147,Ba2YBi3O8,P4/mmm
81148,La3YHf4O14,R-3m
81149,Eu2YTaO6,Fm-3m
81150,GdY(WO4)3,C2
81151,Dy2YTaO7,Cmcm
81152,YTa(WO4)2,P2/c
81153,YTa(WO4)2,P1
81154,YTaBi2O7,Imma
81155,YRe(WO4)2,P-1
81156,YRe(WO4)2,P2/c
81157,YTl(WO4)2,C2/c
81158,YBi(WO4)2,P2/c
81159,YBi(WO4)2,P1
81160,Ba3ZrNb5O12,P4/nmm
81161,Ba4ZrNb9O18,I4/mmm
81162,Ba8ZrNb19O36,P4/mmm
81163,Cs8Zr(MoO4)6,C2/m
81164,Nd2Zr3(MoO4)9,R-3c
81165,ZrMoWO8,R3
81166,Ba3ZrRu2O9,P6_3/mmc
81167,Ba4Zr(RuO4)3,R-3m
81168,Ba2ZrInO6,Fm-3m
81169,Ba2ZrSnO6,Fm-3m
81170,Ba8Zr3(SbO6)4,I4/mmm
81171,Zr2Sb2Pb4O13,Imm2
81172,Zr3TePb4O13,R3m
81173,Cs2Zr(IO3)6,R-3
81174,Cs2Zr(WO4)3,C2
81175,Ba5Ce4ZrO15,P-1
81176,Ba2CeZrO6,P4/mmm
81177,Ba3ZrTa4O15,P4bm
81178,Ba2ZrWO6,Fm-3m
81179,Ba3ZrIr2O9,P6_3/mmc
81180,BaZr5Pb4O15,Cm
81181,La4CeZr3O14,R-3m
81182,La3NdZr4O14,R-3m
81183,LaNdZr2O7,Imma
81184,LaZrTa3O11,C2
81185,CeNd4Zr3O14,R-3m
81186,Nd3GdZr4O14,R-3m
81187,NdHoZr2O7,Imma
81188,Nd3HoZr4O14,R-3m
81189,Nb4Mo6I22O,P-1
81190,Ba7Nb4MoO20,P3m1
81191,Ba2NbRhO6,Fm-3m
81192,LaNb2AgO7,I-4m2
81193,LaNb2AgO7,I4_1/acd
81194,GdNb5Ag2O15,P4/mbm
81195,YbNb5Ag2O15,P4/mbm
81196,TaNb(AgO3)2,P2_12_12
81197,TaNb(AgO3)2,P4/mmm
81198,NbAgWO7,Imma
81199,Nb4AgBi5O18,Cm
81200,Ba3Nb2CdO9,P-3m1
81201,NbIn(TeO4)2,Pca2_1
81202,Ba2NbInO6,Fm-3m
81203,Nd2NbInO7,Imma
81204,Sm2NbInO7,Imma
81205,Gd2NbInO7,Imma
81206,NbIn(PbO3)2,Fm-3m
81207,NbInBi2O7,Imma
81208,Nb4Te9I4O,C2/c
81209,Nb3Te8I7O,P2_1/c
81210,Cs3Nb9(TeO8)4,Cmcm
81211,Ba2Nb2TeO10,Pbca
81212,Ba2Nb6Te2O21,C2/m
81213,LaNbTeO6,P-1
81214,NbTlTeO6,Ima2
81215,NbBi(TeO4)2,Pbca
81216,BaNbI5O16,Cc
81217,CsBa2Nb3O10,P4/mmm
81218,CsLaNb2O7,P4/mmm
81219,Cs2LaNb2O7,Cmcm
81220,CsNdNb2O7,Pmc2_1
81221,CsNbWO6,Imma
81222,CsNb2BiO7,Pmc2_1
81223,Ba2LaNbO6,C2/m
81224,Ba3LaNb3O12,R3m
81225,Ba2LaNb5O15,P4/mbm
81226,Ba2CeNbO6,C2/m
81227,Ba2CeNbO6,Fm-3m
81228,Ba2PrNbO6,P2_1/c
81229,Ba2PrNbO6,R-3
81230,Ba2PrNbO6,Fm-3m
81231,Ba2NdNbO6,C2/m
81232,Ba2NdNbO6,Fm-3m
81233,Ba2SmNbO6,Fm-3m
81234,Ba2EuNbO6,I4/m
81235,Ba2EuNbO6,Fm-3m
81236,Ba2GdNbO6,I4/m
81237,Ba2GdNbO6,Fm-3m
81238,Ba2TbNbO6,I4/m
81239,Ba2TbNbO6,Fm-3m
81240,Ba2DyNbO6,Fm-3m
81241,Ba2HoNbO6,Fm-3m
81242,Ba2ErNbO6,Fm-3m
81243,Ba2TmNbO6,Fm-3m
81244,Ba2YbNbO6,Fm-3m
81245,Ba2LuNbO6,Fm-3m
81246,Ba3Ta4NbO15,P4/mbm
81247,Ba3TaNb4O15,P4/mbm
81248,Ba4Nb2WO12,R3m
81249,Ba5NbIr4O15,P-1
81250,Ba2NbBiO6,R-3
81251,BaNb2Bi2O9,Cmc2_1
81252,La7Nb3(W2O15)2,P-1
81253,YbNb(PbO3)2,Fm-3m
81254,NbTlWO6,Imma
81255,Nb2Bi2PbO9,Cmc2_1
81256,Nb2Bi2PbO9,I4/mmm
81257,Ag2Te3Mo3O16,C2
81258,Ag2Te4MoO12,C2/c
81259,Ag2Mo(I2O7)2,C2/c
81260,LaAg(MoO4)2,I-4
81261,YbAg(MoO4)2,I-4
81262,CdTeMoO6,P-42_1m
81263,Cs2Cd2(MoO4)3,P2_13
81264,Ba2CdMoO6,Fm-3m
81265,Cd4MoW3O16,C2
81266,Cd2MoWO8,I-4
81267,Cd4Mo3WO16,P-4
81268,In2Te2MoO10,P2_1/c
81269,CsIn(MoO4)2,Pnma
81270,Ba3In2MoO9,P-3m1
81271,TlIn(MoO4)2,Pnma
81272,Sn2MoOsO6,Fm-3m
81273,LaSbMo2O9,C2/c
81274,CeSbMo2O9,C2/c
81275,PrSbMo2O9,C2/c
81276,NdSbMo2O9,C2/c
81277,SmSbMo2O9,C2/c
81278,GdSbMo2O9,C2/c
81279,TbSbMo2O9,C2/c
81280,DySbMo2O9,C2/c
81281,HoSbMo2O9,C2/c
81282,ErSbMo2O9,C2/c
81283,TmSbMo2O9,C2/c
81284,Cs2Te(MoO4)3,P6_3
81285,BaTeMo2O9,Pca2_1
81286,BaTeMo2O9,P2_1
81287,La2Te3MoO12,Pnma
81288,La2TeMo6O35,P2_1
81289,Ce2Te(Mo2O15)3,P1
81290,Pr2Te4MoO14,P-1
81291,Pr2Te(Mo3O23)2,P-1
81292,Nd2Te3MoO12,Pnma
81293,Nd2Te4MoO14,P-1
81294,Nd2Te(Mo3O23)2,P-1
81295,Sm2Te(Mo3O22)2,P-1
81296,Yb2Te(Mo3O23)2,P-1
81297,BaMo6I2O25,C2/c
81298,BaMoI4O15,P2_1/c
81299,LaMoI4O15,P2_1
81300,NdMoI4O15,P2_1
81301,SmMoI4O15,P2_1
81302,CsLa(MoO4)2,C2/c
81303,Cs3La(MoO4)3,Pnma
81304,CsPr(MoO4)2,Pccm
81305,Cs3Pr(MoO4)3,Pnma
81306,CsNd(MoO4)2,P2/c
81307,CsNd(MoO4)2,Pccm
81308,CsNd(MoO4)2,C2/c
81309,Cs3Nd(MoO4)3,Pnma
81310,CsSm(MoO4)2,P2/c
81311,CsSm(MoO4)2,Pccm
81312,CsSm(MoO4)2,C2/c
81313,CsEu(MoO4)2,Pccm
81314,CsEu(MoO4)2,C2/c
81315,CsGd(MoO4)2,Pccm
81316,CsGd(MoO4)2,C2/c
81317,CsTb(MoO4)2,Pccm
81318,CsTb(MoO4)2,C2/c
81319,CsDy(MoO4)2,P2/c
81320,CsHo(MoO4)2,P2/c
81321,CsHo(MoO4)2,Pccm
81322,CsHo(MoO4)2,C2/c
81323,CsEr(MoO4)2,P-3m1
81324,CsEr(MoO4)2,P2/c
81325,CsEr(MoO4)2,Pccm
81326,CsEr(MoO4)2,C2/c
81327,CsTm(MoO4)2,P2/c
81328,CsTm(MoO4)2,Pccm
81329,CsTm(MoO4)2,C2/c
81330,CsYb(MoO4)2,Pccm
81331,CsYb(MoO4)2,P2/c
81332,CsYb(MoO4)2,C2/c
81333,CsLu(MoO4)2,P-3m1
81334,CsLu(MoO4)2,Pccm
81335,CsLu(MoO4)2,C2/c
81336,Cs5Bi(MoO4)4,C2/c
81337,CsBi(MoO4)2,Pccm
81338,Ba2NdMoO6,P-1
81339,Ba2NdMoO6,I4/m
81340,Ba2NdMoO6,Fm-3m
81341,BaNd2(MoO4)4,C2/c
81342,Ba2SmMoO6,I4/m
81343,Ba2SmMoO6,Fm-3m
81344,BaSm2(MoO4)4,C2/c
81345,Ba2EuMoO6,Fm-3m
81346,Ba2GdMoO6,P-1
81347,Ba2GdMoO6,Fm-3m
81348,Ba2GdMoO6,I4/m
81349,Ba2TbMoO6,Fm-3m
81350,BaTb2(MoO4)4,C2/c
81351,Ba2DyMoO6,Fm-3m
81352,Ba3Ho2MoO9,C2/c
81353,Ba2HoMoO6,Fm-3m
81354,Ba3Er2MoO9,C2/c
81355,Ba2ErMoO6,Fm-3m
81356,Ba2TmMoO6,Fm-3m
81357,BaTm2(MoO4)4,C2/c
81358,Ba2YbMoO6,Fm-3m
81359,BaYb2(MoO4)4,C2/c
81360,Ba3Lu2MoO9,P-3m1
81361,Ba2LuMoO6,Fm-3m
81362,Ba2TlMo2O7,P4/mmm
81363,Ba2Tl2Mo3O10,P1
81364,BaTl(MoO3)2,Cm
81365,BaBi2(MoO4)4,C2/c
81366,BaBi12Mo5O34,P2/c
81367,LaTb3(Mo2O7)2,R-3m
81368,CeTl(MoO4)2,Pbcn
81369,Pr2Hf3(MoO4)9,R-3c
81370,PrTl(MoO4)2,Pbcn
81371,PrTl(MoO4)2,P4/nnc
81372,NdReMoO8,P2_1/c
81373,Nd2Mo6PtO38,C2/c
81374,NdTl(MoO4)2,P4/nnc
81375,Nd2Tl(MoO4)4,C2/c
81376,Sm2Hf2(MoO4)7,C2/c
81377,SmTl(MoO4)2,Pbcn
81378,SmTl(MoO4)2,P4/nnc
81379,Eu2Hf2(MoO4)7,C2/c
81380,Eu2Mo(WO6)2,C2/c
81381,Eu2Mo2WO12,C2/c
81382,EuTl(MoO4)2,Pbcn
81383,EuTl(MoO4)2,P4/nnc
81384,Gd2Hf2(MoO4)7,C2/c
81385,GdTl(MoO4)2,Pbcn
81386,Tb2Hf2(MoO4)7,C2/c
81387,TbTl(MoO4)2,Pbcn
81388,Dy2Hf2(MoO4)7,C2/c
81389,DyTl(MoO4)2,Pbcn
81390,Ho2Hf2(MoO4)7,C2/c
81391,HoTl(MoO4)2,Pbcn
81392,ErTl(MoO4)2,Pbcn
81393,HfTl8(MoO4)6,C2/m
81394,MoOs(PbO3)2,Fm-3m
81395,TlBi(MoO4)2,P2_1/c
81396,ReTc(SnO3)2,Fm-3m
81397,ReTc(PbO3)2,Fm-3m
81398,Ba2InRuO6,P-3m1
81399,Ba3InRu2O9,P6_3/mmc
81400,Ba2LaRuO6,R-3
81401,Ba2LaRuO6,C2/m
81402,Ba3LaRu2O9,P6_3/mmc
81403,Ba3CeRu2O9,P6_3/mmc
81404,Ba4Ce(RuO4)3,C2/m
81405,Ba2PrRuO6,C2/m
81406,Ba2PrRuO6,P2_1/c
81407,Ba2PrRuO6,Fm-3m
81408,Ba3PrRu2O9,P6_3/mmc
81409,Ba4Pr(RuO4)3,C2/m
81410,Ba2NdRuO6,C2/m
81411,Ba2NdRuO6,Fm-3m
81412,Ba3NdRu2O9,P6_3/mmc
81413,Ba3NdRu2O9,C2/c
81414,Ba4Nd(RuO4)3,C2/m
81415,Ba3SmRu2O9,P6_3/mmc
81416,Ba2EuRuO6,Fm-3m
81417,Ba3EuRu2O9,P6_3/mmc
81418,Ba3TbRu2O9,P6_3/mmc
81419,Ba4Tb(RuO4)3,R-3m
81420,Ba3DyRu2O9,P6_3/mmc
81421,Ba2HoRuO6,Fm-3m
